epoch,train_loss,train_acc,val_loss,val_acc
1,49.10774517985224,0.0,24.442907860042084,0.0
2,21.19401073764443,0.0,18.253251146237123,0.0
3,16.747725749092965,0.0,15.501770771451186,0.0
4,15.022104936124437,0.0,14.535484268590364,0.0
5,14.342535012748248,0.0,14.068249179836847,0.0
6,13.865868611628954,0.0,13.585421397712338,0.0
7,13.054117443492112,0.0,12.593661843869478,0.0
8,11.72882171741967,0.0,11.343452550844308,0.0
9,9.993676197953208,0.0,9.223512660879752,0.0
10,8.030967237108348,0.0,7.39642284720655,0.0
11,6.005402773329355,0.0,5.604123331878585,0.0
12,4.345961922580756,0.03964401294498382,4.248230913886602,0.10025488530161428
13,3.234553572043632,0.23948220064724918,3.3661869473647745,0.28462192013593884
14,2.3921588967918965,0.44983818770226536,2.6351784420094453,0.5157179269328802
15,1.7380095643133022,0.6630258899676376,2.148139055846805,0.6694987255734919
16,1.3177058662025674,0.7771035598705501,1.8474349359789437,0.762107051826678
17,1.0130362888755922,0.8414239482200647,1.657028191760119,0.784197111299915
18,0.8573038890523818,0.8709546925566343,1.59518785565813,0.806287170773152
19,0.6678721775514794,0.906957928802589,1.3674468410754468,0.842820730671198
20,0.5366153466277138,0.9429611650485437,1.3216291863531406,0.8496176720475785
21,0.4249191515654036,0.9611650485436893,1.3088995188905106,0.8589634664401019
22,0.4154114771429389,0.9676375404530745,1.3647064672452267,0.8402718776550552
23,0.36048889275893425,0.9692556634304207,1.1854803446702462,0.8657604078164826
24,0.2759202417818088,0.9805825242718447,1.1574155018303287,0.8657604078164826
25,0.22457358781188053,0.9842233009708737,1.1380279447025632,0.8742565845369583
26,0.19487658215379253,0.9870550161812298,1.1046018025180295,0.8734069668649108
27,0.1732837816272353,0.9866504854368932,1.1393130479875822,0.8683092608326253
28,0.16465897891899528,0.9890776699029126,1.187951200577599,0.8691588785046729
29,0.14356941941968832,0.988673139158576,1.1185256873740923,0.8776550552251486
30,0.12140653535579014,0.9898867313915858,1.1179761149261396,0.8759558198810535
31,0.11670177533595694,0.9890776699029126,1.118134713314708,0.8776550552251486
32,0.10820084200225602,0.9898867313915858,1.1126521522956272,0.8785046728971962
33,0.09786984401613377,0.9919093851132686,1.1094804413762251,0.8785046728971962
34,0.08825102571434187,0.9919093851132686,1.1196394315085982,0.8793542905692439
35,0.07983812471568391,0.9927184466019418,1.1317041951311577,0.8759558198810535
36,0.07242948482337508,0.9935275080906149,1.1282348243888394,0.8768054375531011
37,0.0665640581194251,0.9943365695792881,1.1161358597527749,0.8776550552251486
38,0.06139973346083681,0.9959546925566343,1.134856620276491,0.8785046728971962
39,0.0566907145782196,0.9955501618122977,1.1469293625150176,0.8802039082412915
40,0.05290033072715438,0.9967637540453075,1.1334735056861742,0.8802039082412915
41,0.04917107404339275,0.9979773462783171,1.1478969068373273,0.8785046728971962
42,0.04530395066492187,0.9979773462783171,1.1475642568090758,0.8759558198810535
43,0.04194013506149975,0.9975728155339806,1.181095961098359,0.8759558198810535
44,0.03910426477205406,0.9979773462783171,1.1714207325937795,0.8802039082412915
45,0.036713619207101346,0.9983818770226537,1.1663914909784128,0.8759558198810535
46,0.03447078316680436,0.9983818770226537,1.187176824325004,0.8785046728971962
47,0.03225955828831419,0.9983818770226537,1.1963260070489643,0.8768054375531011
48,0.03015431190892138,0.9987864077669902,1.1841077148256003,0.8776550552251486
49,0.028141238349926895,0.9987864077669902,1.173773761512672,0.8768054375531011
50,0.02607846440005939,0.9987864077669902,1.2097161567707435,0.8734069668649108
51,0.024392374969030274,0.9991909385113269,1.209081467472099,0.8776550552251486
52,0.022803550730775862,0.9991909385113269,1.1980051439296622,0.8785046728971962
53,0.02144195592712044,0.9991909385113269,1.2239958083315634,0.8768054375531011
54,0.02019991487879487,0.9991909385113269,1.2168085070717811,0.8759558198810535
55,0.01912351095488349,0.9991909385113269,1.2345397733689976,0.8742565845369583
56,0.01801856922160557,0.9995954692556634,1.2459825922496863,0.8776550552251486
57,0.017194880000812915,0.9991909385113269,1.2269880575149263,0.8759558198810535
58,0.016456463823281833,0.9995954692556634,1.2323139728685506,0.8776550552251486
59,0.015339450880547558,0.9995954692556634,1.2377556077281398,0.8759558198810535
60,0.014364692813514891,0.9995954692556634,1.2474471734759154,0.8785046728971962
61,0.013534474515124047,0.9995954692556634,1.2522369893607996,0.8751062022090059
62,0.012762140084817571,1.0,1.2456216528543296,0.8768054375531011
63,0.012178864869557346,1.0,1.268952339710375,0.8768054375531011
64,0.011496403111404103,1.0,1.2412802324319352,0.8785046728971962
65,0.010819281445376116,1.0,1.287151537614043,0.8759558198810535
66,0.010511156677910425,1.0,1.2615194053293388,0.8742565845369583
67,0.25071415326838353,0.9130258899676376,10.480337138082785,0.11724723874256585
68,0.9535677262301584,0.7564724919093851,1.2058467200578222,0.8640611724723875
69,0.3206948117868414,0.959546925566343,1.0255655922318476,0.8836023789294817
70,0.1564131397452555,0.985032362459547,1.149823917204177,0.8844519966015293
71,0.0956277717869355,0.9931229773462783,1.0937265243789556,0.8937977909940527
72,0.0798192521780247,0.9939320388349514,1.1295628138487888,0.8912489379779099
73,0.05256436007477126,0.9967637540453075,1.0416644022640984,0.8963466440101954
74,0.034646496348517034,0.9979773462783171,1.188712316138722,0.8954970263381479
75,0.02975866312468515,0.9995954692556634,1.036234324122245,0.9014443500424809
76,0.018919096819598313,0.9995954692556634,1.0812449216234958,0.8988954970263382
77,0.02471773962951401,1.0,1.0887840201313859,0.8980458793542906
78,0.02203807966711307,0.9991909385113269,1.099866346879439,0.9014443500424809
79,0.022647757815576874,0.9991909385113269,1.1048595587277472,0.9014443500424809
80,0.01304597809946942,1.0,1.1268041419496755,0.9022939677145284
81,0.011773347495949577,0.9995954692556634,1.1366406329729442,0.8997451146983857
82,0.010234640053741658,0.9995954692556634,1.1471225492206791,0.8997451146983857
83,0.008950902381158376,1.0,1.1495096875938604,0.9005947323704333
84,0.008154820142958832,1.0,1.1612576044709781,0.8988954970263382
85,0.0076499628294922385,1.0,1.1643222421534303,0.9005947323704333
86,0.0072090532570402216,1.0,1.1756138351881211,0.9014443500424809
87,0.006795767842397142,1.0,1.1767307547258945,0.903143585386576
88,0.006470426478540724,1.0,1.1894041570243739,0.9014443500424809
89,0.006161548476063415,1.0,1.1857814140611518,0.9014443500424809
90,0.005817240287932571,1.0,1.1856671408667034,0.9022939677145284
91,0.005649744620408055,1.0,1.1913733940156923,0.9005947323704333
92,0.005473528697809452,1.0,1.2089225441698515,0.8997451146983857
93,0.005052091150686241,1.0,1.2065931950571585,0.8988954970263382
94,0.0048325106977789535,1.0,1.211561553844883,0.9022939677145284
95,0.004623776030482598,1.0,1.2232323940669265,0.8997451146983857
96,0.004378729436582732,1.0,1.2236600736490022,0.9005947323704333
97,0.004229638746617102,1.0,1.2349762523589543,0.9005947323704333
98,0.00402848642548504,1.0,1.226846800279901,0.8988954970263382
99,0.003852260216142271,1.0,1.233823988532858,0.8988954970263382
100,0.0037058731330058335,1.0,1.2372637508071471,0.8997451146983857
